Unique_ID,TREEname,TREEvalue
7319,Brochiraja_asperula,1
7319,Brochiraja_leviveneta,1
7381,Amblyraja_doellojuradoi,1
7381,Bathyraja_brachyurops,1
7381,Discopyge_tschudii,1
7381,Psammobatis_scobina,1
7381,Rhinoraja_albomaculata,1
7381,Zearaja_chilensis,1
7382,Amblyraja_doellojuradoi,1
7382,Discopyge_tschudii,1
7382,Rhinoraja_albomaculata,1
7382,Sympterygia_lima,1
7384,Amblyraja_doellojuradoi,1
7384,Bathyraja_meridionalis,1
7384,Bathyraja_papilonifera,
7384,Discopyge_tschudii,1
7384,Myliobatis_goodei,1
7384,Psammobatis_extenta,1
7384,Psammobatis_normani,1
7384,Psammobatis_rudis,1
7384,Rhinoraja_macloviana,1
7384,Rhinoraja_magellanica,1
7384,Rhinoraja_multispinis,1
7384,Sympterygia_bonapartii,1
7384,Zearaja_chilensis,1
7385,Amblyraja_doellojuradoi,1
7385,Bathyraja_brachyurops,1
7385,Bathyraja_griseocauda,1
7385,Bathyraja_meridionalis,1
7385,Bathyraja_papilonifera,
7385,Bathyraja_scaphiops,1
7385,Dipturus_trachydermus,1
7385,Discopyge_tschudii,1
7385,Rhinoraja_macloviana,1
7385,Rhinoraja_magellanica,1
7385,Rhinoraja_multispinis,1
7385,Sympterygia_bonapartii,1
7385,Zearaja_chilensis,1
7386,Rhinoraja_albomaculata,1
7412,Amblyraja_taaf,1
7415,Amblyraja_georgiana,1
7416,Amblyraja_georgiana,1
7420,Bathyraja_eatonii,1
7420,Bathyraja_irrasa,1
7420,Rhinoraja_murrayi,1
7421,Bathyraja_eatonii,1
7421,Bathyraja_irrasa,1
7421,Rhinoraja_murrayi,1
7441,Bathyraja_richardsoni,1
7446,Arhynchobatis_asperrimus,1
7446,Bathyraja_richardsoni,1
7446,Bathyraja_shuntovi,1
7446,Dasyatis_brevicaudata,1
7446,Dipturus_innominatus,1
7446,Pteroplatytrygon_violacea,1
7446,Zearaja_nasutus,
7447,Bathyraja_richardsoni,1
7447,Bathyraja_shuntovi,1
7447,Dasyatis_brevicaudata,1
7447,Dipturus_innominatus,1
7447,Myliobatis_tenuicaudatus,1
7447,Pteroplatytrygon_violacea,1
7447,Torpedo_fairchildi,1
7447,Typhlonarke_aysoni,1
7447,Zearaja_nasutus,
7448,Bathyraja_richardsoni,1
7448,Bathyraja_shuntovi,1
7448,Brochiraja_asperula,1
7448,Dasyatis_brevicaudata,1
7448,Dipturus_innominatus,1
7448,Myliobatis_tenuicaudatus,1
7448,Pteroplatytrygon_violacea,1
7448,Zearaja_nasutus,
7449,Bathyraja_richardsoni,1
7450,Bathyraja_shuntovi,1
7450,Brochiraja_asperula,1
7486,Bathyraja_shuntovi,1
7486,Brochiraja_leviveneta,1
7486,Brochiraja_spinifera,1
7486,Dasyatis_brevicaudata,1
7486,Dipturus_innominatus,1
7486,Torpedo_fairchildi,1
7513,Amblyraja_doellojuradoi,1
7513,Amblyraja_frerichsi,1
7513,Bathyraja_brachyurops,1
7513,Discopyge_tschudii,1
7513,Psammobatis_scobina,1
7513,Rhinoraja_albomaculata,1
7513,Sympterygia_lima,1
7513,Zearaja_chilensis,1
7515,Amblyraja_doellojuradoi,1
7515,Bathyraja_meridionalis,1
7515,Bathyraja_papilonifera,
7515,Discopyge_tschudii,1
7515,Myliobatis_goodei,1
7515,Psammobatis_extenta,1
7515,Psammobatis_normani,1
7515,Psammobatis_rudis,1
7515,Rhinoraja_macloviana,1
7515,Rhinoraja_magellanica,1
7515,Rhinoraja_multispinis,1
7515,Sympterygia_bonapartii,1
7516,Amblyraja_doellojuradoi,1
7516,Bathyraja_brachyurops,1
7516,Bathyraja_griseocauda,1
7516,Bathyraja_meridionalis,1
7516,Bathyraja_papilonifera,
7516,Bathyraja_scaphiops,1
7516,Dipturus_trachydermus,1
7516,Discopyge_tschudii,1
7516,Myliobatis_goodei,1
7516,Psammobatis_extenta,1
7516,Psammobatis_lentiginosa,1
7516,Psammobatis_normani,1
7516,Psammobatis_rudis,1
7516,Rhinoraja_macloviana,1
7516,Rhinoraja_magellanica,1
7516,Rhinoraja_multispinis,1
7516,Sympterygia_bonapartii,1
7516,Zearaja_chilensis,1
7517,Amblyraja_doellojuradoi,1
7517,Bathyraja_brachyurops,1
7517,Bathyraja_griseocauda,1
7517,Bathyraja_meridionalis,1
7517,Bathyraja_papilonifera,
7517,Bathyraja_scaphiops,1
7517,Dipturus_trachydermus,1
7517,Discopyge_tschudii,1
7517,Rhinoraja_albomaculata,1
7517,Rhinoraja_macloviana,1
7517,Rhinoraja_magellanica,1
7517,Rhinoraja_multispinis,1
7517,Zearaja_chilensis,1
7543,Amblyraja_taaf,1
7547,Amblyraja_georgiana,1
7573,Dentiraja_lemprieri,1
7573,Dipturus_acrobelus,1
7573,Dipturus_cerva,1
7573,Dipturus_gudgeri,1
7573,Notoraja_azurea,1
7573,Pavoraja_nitida,1
7573,Rajella_challengeri,1
7573,Spiniraja_whitleyi,1
7573,Torpedo_macneilli,1
7573,Urolophus_viridis,1
7578,Arhynchobatis_asperrimus,1
7578,Bathyraja_richardsoni,1
7578,Bathyraja_shuntovi,1
7578,Dasyatis_brevicaudata,1
7578,Dipturus_innominatus,1
7578,Myliobatis_tenuicaudatus,1
7578,Pteroplatytrygon_violacea,1
7578,Torpedo_fairchildi,1
7578,Zearaja_nasutus,
7579,Bathyraja_richardsoni,1
7579,Bathyraja_shuntovi,1
7579,Dasyatis_brevicaudata,1
7579,Dipturus_innominatus,1
7579,Myliobatis_tenuicaudatus,1
7579,Pteroplatytrygon_violacea,1
7579,Torpedo_fairchildi,1
7579,Typhlonarke_aysoni,1
7579,Zearaja_nasutus,
7580,Bathyraja_richardsoni,1
7580,Bathyraja_shuntovi,1
7580,Brochiraja_asperula,1
7580,Brochiraja_leviveneta,1
7580,Brochiraja_spinifera,1
7580,Dipturus_innominatus,1
